1.00181	1.0096	0.990579	0.993822	0.991616	0.999856
1.00153	1.00932	0.990345	0.993592	0.991422	0.999669
1.00136	1.00915	0.990195	0.993444	0.991289	0.999536
1.00125	1.00904	0.990097	0.993349	0.991197	0.999441
1.00119	1.00898	0.990036	0.993288	0.991135	0.999374
1.00115	1.00894	0.989998	0.993251	0.991093	0.999327
1.00113	1.00892	0.989976	0.993229	0.991066	0.999295
1.00112	1.00892	0.989966	0.993219	0.99105	0.999275
1.00113	1.00892	0.989964	0.993217	0.991043	0.999264
1.00114	1.00893	0.989967	0.993221	0.991042	0.999259
1.00115	1.00895	0.989976	0.99323	0.991045	0.999259
1.00117	1.00896	0.989988	0.993241	0.991052	0.999264
1.00119	1.00899	0.990002	0.993255	0.991061	0.999272
1.00122	1.00901	0.990017	0.99327	0.991072	0.999282
1.00124	1.00903	0.990034	0.993286	0.991085	0.999294
1.00126	1.00906	0.990051	0.993303	0.991099	0.999307
1.00129	1.00908	0.990068	0.99332	0.991114	0.999321
1.00131	1.0091	0.990085	0.993337	0.991129	0.999336
1.00133	1.00913	0.990103	0.993354	0.991145	0.999352
1.00136	1.00915	0.99012	0.993371	0.991161	0.999368
1.00138	1.00917	0.990137	0.993388	0.991177	0.999384
1.0014	1.00919	0.990154	0.993404	0.991193	0.9994
1.00142	1.00922	0.99017	0.99342	0.991209	0.999417
1.00145	1.00924	0.990187	0.993436	0.991225	0.999433
1.00147	1.00926	0.990203	0.993452	0.99124	0.99945
1.00149	1.00928	0.990218	0.993468	0.991255	0.999466
1.00151	1.0093	0.990234	0.993483	0.99127	0.999483
1.00153	1.00932	0.990249	0.993498	0.991285	0.999499
1.00155	1.00934	0.990264	0.993512	0.991299	0.999515
1.00156	1.00935	0.990278	0.993526	0.991313	0.999531
1.00158	1.00937	0.990292	0.99354	0.991327	0.999546
1.0016	1.00939	0.990306	0.993554	0.99134	0.999562
1.00162	1.00941	0.990319	0.993567	0.991353	0.999577
1.00163	1.00942	0.990333	0.99358	0.991366	0.999592
1.00165	1.00944	0.990346	0.993593	0.991379	0.999606
1.00167	1.00946	0.990358	0.993605	0.991391	0.99962
1.00168	1.00947	0.99037	0.993616	0.991403	0.999634
1.0017	1.00949	0.990381	0.993628	0.991415	0.999647
1.00171	1.0095	0.990393	0.993639	0.991427	0.999661
1.00173	1.00951	0.990404	0.99365	0.991438	0.999674
1.00174	1.00953	0.990414	0.99366	0.991449	0.999686
1.00175	1.00954	0.990424	0.99367	0.99146	0.999699
1.00177	1.00955	0.990434	0.99368	0.991471	0.999711
1.00178	1.00957	0.990444	0.993689	0.991481	0.999723
1.00179	1.00958	0.990453	0.993698	0.991491	0.999734
1.0018	1.00959	0.990462	0.993707	0.991501	0.999746
1.00181	1.0096	0.990471	0.993716	0.991511	0.999757
1.00182	1.00961	0.99048	0.993725	0.991521	0.999768
1.00183	1.00962	0.990488	0.993733	0.99153	0.999778
1.00185	1.00963	0.990497	0.993741	0.99154	0.999789
1.00186	1.00964	0.990505	0.993749	0.991549	0.999799
1.00187	1.00965	0.990512	0.993757	0.991558	0.999809
1.00188	1.00966	0.99052	0.993764	0.991566	0.999819
1.00188	1.00967	0.990528	0.993772	0.991575	0.999829
1.00189	1.00968	0.990535	0.993779	0.991583	0.999838
1.0019	1.00969	0.990542	0.993786	0.991592	0.999848
1.00191	1.0097	0.990549	0.993793	0.9916	0.999857
1.00192	1.00971	0.990556	0.993799	0.991607	0.999866
1.00193	1.00972	0.990562	0.993806	0.991615	0.999875
1.00194	1.00972	0.990569	0.993812	0.991623	0.999883
1.00195	1.00973	0.990575	0.993819	0.99163	0.999892
1.00195	1.00974	0.990582	0.993825	0.991637	0.9999
1.00196	1.00975	0.990588	0.993831	0.991644	0.999909
1.00197	1.00976	0.990594	0.993837	0.991651	0.999917
1.00198	1.00976	0.9906	0.993842	0.991657	0.999925
1.00198	1.00977	0.990605	0.993848	0.991664	0.999933
1.00199	1.00978	0.990611	0.993854	0.99167	0.99994
1.002	1.00978	0.990616	0.993859	0.991677	0.999948
1.002	1.00979	0.990622	0.993864	0.991683	0.999955
1.00201	1.0098	0.990627	0.993869	0.991689	0.999962
1.00202	1.0098	0.990632	0.993875	0.991695	0.99997
1.00202	1.00981	0.990637	0.99388	0.9917	0.999977
1.00203	1.00982	0.990642	0.993884	0.991706	0.999984
1.00204	1.00982	0.990647	0.993889	0.991711	0.99999
1.00204	1.00983	0.990652	0.993894	0.991717	0.999997
1.00205	1.00984	0.990657	0.993899	0.991722	1
1.00205	1.00984	0.990662	0.993903	0.991727	1.00001
1.00206	1.00985	0.990666	0.993908	0.991732	1.00002
1.00207	1.00985	0.990671	0.993912	0.991737	1.00002
1.00207	1.00986	0.990675	0.993916	0.991742	1.00003
1.00208	1.00986	0.990679	0.993921	0.991747	1.00004
1.00208	1.00987	0.990684	0.993925	0.991752	1.00004
1.00209	1.00987	0.990688	0.993929	0.991757	1.00005
1.00209	1.00988	0.990692	0.993933	0.991761	1.00005
1.0021	1.00988	0.990696	0.993937	0.991766	1.00006
1.0021	1.00989	0.9907	0.993941	0.99177	1.00006
1.00211	1.00989	0.990704	0.993945	0.991775	1.00007
1.00211	1.0099	0.990708	0.993949	0.991779	1.00008
1.00212	1.0099	0.990711	0.993952	0.991783	1.00008
1.00212	1.00991	0.990715	0.993956	0.991787	1.00009
1.00213	1.00991	0.990719	0.99396	0.991791	1.00009
1.00213	1.00992	0.990723	0.993963	0.991796	1.0001
1.00214	1.00992	0.990726	0.993967	0.9918	1.0001
1.00214	1.00993	0.99073	0.99397	0.991803	1.00011
1.00214	1.00993	0.990733	0.993974	0.991807	1.00011
1.00215	1.00994	0.990736	0.993977	0.991811	1.00012
1.00215	1.00994	0.99074	0.99398	0.991815	1.00012
1.00216	1.00994	0.990743	0.993983	0.991819	1.00013
1.00216	1.00995	0.990746	0.993987	0.991822	1.00013
1.00217	1.00995	0.99075	0.99399	0.991826	1.00014
1.00217	1.00996	0.990753	0.993993	0.991829	1.00014
1.00217	1.00996	0.990756	0.993996	0.991833	1.00015
1.00218	1.00996	0.990759	0.993999	0.991836	1.00015
1.00218	1.00997	0.990762	0.994002	0.991839	1.00015
1.00219	1.00997	0.990765	0.994005	0.991843	1.00016
1.00219	1.00998	0.990768	0.994008	0.991846	1.00016
1.00219	1.00998	0.990771	0.994011	0.991849	1.00017
1.0022	1.00998	0.990774	0.994014	0.991853	1.00017
1.0022	1.00999	0.990777	0.994016	0.991856	1.00017
1.0022	1.00999	0.99078	0.994019	0.991859	1.00018
1.00221	1.00999	0.990782	0.994022	0.991862	1.00018
1.00221	1.01	0.990785	0.994025	0.991865	1.00019
1.00221	1.01	0.990788	0.994027	0.991868	1.00019
1.00222	1.01	0.99079	0.99403	0.991871	1.00019
1.00222	1.01001	0.990793	0.994033	0.991874	1.0002
1.00222	1.01001	0.990796	0.994035	0.991877	1.0002
1.00223	1.01001	0.990798	0.994038	0.991879	1.0002
1.00223	1.01002	0.990801	0.99404	0.991882	1.00021
1.00223	1.01002	0.990803	0.994042	0.991885	1.00021
1.00224	1.01002	0.990806	0.994045	0.991888	1.00022
1.00224	1.01003	0.990808	0.994047	0.991891	1.00022
1.00224	1.01003	0.99081	0.99405	0.991893	1.00022
1.00225	1.01003	0.990813	0.994052	0.991896	1.00023
1.00225	1.01004	0.990815	0.994054	0.991898	1.00023
1.00225	1.01004	0.990817	0.994056	0.991901	1.00023
1.00226	1.01004	0.990819	0.994058	0.991904	1.00023
1.00226	1.01004	0.990822	0.994061	0.991906	1.00024
1.00226	1.01005	0.990824	0.994063	0.991909	1.00024
1.00226	1.01005	0.990826	0.994065	0.991911	1.00024
1.00227	1.01005	0.990828	0.994067	0.991913	1.00025
1.00227	1.01006	0.99083	0.994069	0.991916	1.00025
1.00227	1.01006	0.990832	0.994071	0.991918	1.00025
1.00228	1.01006	0.990834	0.994073	0.991921	1.00026
1.00228	1.01006	0.990836	0.994075	0.991923	1.00026
1.00228	1.01007	0.990838	0.994076	0.991925	1.00026
1.00228	1.01007	0.990839	0.994078	0.991928	1.00026
1.00229	1.01007	0.990841	0.99408	0.99193	1.00027
1.00229	1.01008	0.990843	0.994082	0.991932	1.00027
1.00229	1.01008	0.990845	0.994083	0.991934	1.00027
1.00229	1.01008	0.990847	0.994085	0.991936	1.00028
1.0023	1.01008	0.990848	0.994087	0.991939	1.00028
1.0023	1.01009	0.99085	0.994088	0.991941	1.00028
1.0023	1.01009	0.990852	0.99409	0.991943	1.00028
1.0023	1.01009	0.990853	0.994092	0.991945	1.00029
1.00231	1.01009	0.990855	0.994093	0.991947	1.00029
1.00231	1.0101	0.990857	0.994095	0.991949	1.00029
1.00231	1.0101	0.990858	0.994096	0.991951	1.00029
1.00231	1.0101	0.99086	0.994098	0.991953	1.0003
1.00232	1.0101	0.990861	0.994099	0.991955	1.0003
1.00232	1.0101	0.990863	0.994101	0.991957	1.0003
1.00232	1.01011	0.990864	0.994102	0.991959	1.0003
1.00232	1.01011	0.990866	0.994104	0.991961	1.00031
1.00233	1.01011	0.990867	0.994105	0.991963	1.00031
1.00233	1.01011	0.990868	0.994106	0.991965	1.00031
1.00233	1.01011	0.99087	0.994108	0.991967	1.00031
1.00233	1.01012	0.990871	0.994109	0.991969	1.00032
1.00233	1.01012	0.990872	0.99411	0.991971	1.00032
1.00234	1.01012	0.990874	0.994112	0.991972	1.00032
1.00234	1.01012	0.990875	0.994113	0.991974	1.00032
1.00234	1.01012	0.990876	0.994114	0.991976	1.00032
1.00234	1.01013	0.990878	0.994116	0.991978	1.00033
1.00234	1.01013	0.990879	0.994117	0.99198	1.00033
1.00234	1.01013	0.99088	0.994118	0.991981	1.00033
1.00235	1.01013	0.990881	0.994119	0.991983	1.00033
1.00235	1.01013	0.990883	0.994121	0.991985	1.00033
1.00235	1.01014	0.990884	0.994122	0.991987	1.00034
1.00235	1.01014	0.990885	0.994123	0.991988	1.00034
1.00235	1.01014	0.990886	0.994124	0.99199	1.00034
1.00236	1.01014	0.990887	0.994125	0.991992	1.00034
1.00236	1.01014	0.990888	0.994126	0.991993	1.00035
1.00236	1.01014	0.99089	0.994127	0.991995	1.00035
1.00236	1.01015	0.990891	0.994129	0.991996	1.00035
1.00236	1.01015	0.990892	0.99413	0.991998	1.00035
1.00236	1.01015	0.990893	0.994131	0.992	1.00035
1.00236	1.01015	0.990894	0.994132	0.992001	1.00036
1.00237	1.01015	0.990895	0.994133	0.992003	1.00036
1.00237	1.01015	0.990896	0.994134	0.992004	1.00036
1.00237	1.01015	0.990897	0.994135	0.992006	1.00036
1.00237	1.01016	0.990898	0.994136	0.992007	1.00036
1.00237	1.01016	0.990899	0.994137	0.992009	1.00036
