1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0	0	0	0
1	0.003120257	0	0	0
0.999997462	0.006088306	0	0	0
0.999931743	0.008915019	0	0	0
0.999865844	0.011610257	0	0	0
0.999800199	0.014182984	0	0	0
0.999734948	0.016641368	0	0	0
0.999669634	0.018992866	0	0	0
0.999603787	0.0212443	0	0	0
0.999538347	0.023401924	0	0	0
0.999473094	0.025471482	0	0	0
0.999407514	0.027458258	0	0	0
0.999342005	0.029367121	0	0	0
0.999276492	0.031202566	0	0	0
0.999210902	0.032968749	0	0	0
0.999145525	0.034669518	0	0	0
0.999080076	0.03630844	0	0	0
0.999014496	0.03788883	0	0	0
0.998948982	0.039413767	0	0	0
0.998883582	0.040886121	0	0	0
0.998818155	0.042308564	0	0	0
0.99875284	0.043683592	0	0	0
0.998687309	0.045013538	0	0	0
0.998621876	0.046300581	0	0	0
0.998556299	0.047546767	0	0	0
0.998490577	0.048754009	0	0	0
0.998425139	0.049924105	0	0	0
0.998359552	0.051058744	0	0	0
0.998294488	0.052159513	0	0	0
0.998228391	0.054147069	0	0	0
0.998153178	0.056077015	0	0	0
0.9980222	0.05795182	0	0	0
0.997891365	0.059773813	0	0	0
0.997760632	0.061545195	0	0	0
0.997629801	0.063268046	0	0	0
0.997498957	0.064944334	0	0	0
0.997368057	0.066575921	0	0	0
0.997236608	0.068164571	0	0	0
0.997105894	0.069711957	0	0	0
0.996974659	0.071219667	0	0	0
0.996843555	0.072689207	0	0	0
0.996711794	0.074122009	0.004165576	0.002777307	0
